mainDetailNumber;name;mainDetailEAN;mainDetailweight;Purchaseprice;pseudoprice;purchaseunitdetail;Menge;description_long
PF0101CM030AM;Hand Cream 30ml SWEET ALMOND***;3551780003851;30ml;4,75 €;9,50 €;12;6.0;Mit der mit pflegenden Ölen angereicherten Hand Cream Sweet Almond von La Compagnie de Provence beugen Sie spröden, rissigen Händen vor und machen Ihre Haut geschmeidig weich.Verwöhnt die Haut mit Aloe vera, Honig und Mandelöl Die Haut der Hände ist vielen Strapazen ausgesetzt und neigt schnell dazu, auszutrocknen und rissig zu werden. Mit der Hand Cream Sweet Almond von La Compagnie de Provence spenden Sie der Haut viel Feuchtigkeit und Pflege, halten sie geschmeidig weich und schützen sie vor schädlichen Einflüssen. Die Creme besteht aus natürlichen Inhaltsstoffen, die aus biologisch angebauten Pflanzen extrahiert und in schonenden Verfahren verarbeitet werden, sodass alle wertvollen Vitamine und Mineralien erhalten bleiben. Die La Compagnie de Provence Handpflege hydratisiert die Haut lang anhaltend und beruhigt sie mit Auszügen aus Aloe vera, sodass Rötungen und Juckreiz gemindert werden. Die Creme enthält eine Kombination aus Traubenkern-, Mandel- und Olivenöl, die die Haut elastisch hält und verhindert, dass die Hände spröde werden. Sheabutter macht die Haut geschmeidig weich und verleiht ihr mehr Widerstandskraft, sodass sie weniger sensibel reagiert. Die Handpflege ist mit Honig angereichert, der einen antioxidativen Effekt hat und die Haut vor schädlichen Umwelteinflüssen, welche zu Hautalterung führen können, schützt.
PF0101CM030ME;Hand Cream 30ml MEDITERRANEAN SEA;3551780000768;30ml;4,75 €;9,50 €;12;6.0;Hydrate und Pflege für Ihre Hände mit Compagnie De Provence nachsichtig EP Mittelmeer Handcreme. Mit einem köstlichen Duft, der Sie das Mittelmeer mit Noten von frischen Gischt transportiert und Blumen, die von erfahrenen Parfümeur in Grasse erstellt wurden. Angereichert mit einem Trio von pflanzlichen Ölen, diese Handcreme nimmt sanft Pflege Ihrer Hände. Angewandt unmittelbar nach der Reinigung, sein Licht und nicht fettig Textur Hydrate, beruhigt und helfen, die Haut vor äußeren Einflüssen zu schützen, die Hände in Weichheit und Komfort Kokon zu verlassen. Tragen Sie eine kleine Menge des Produkts auf saubere und trockene Haut. Massieren Sie die Hände, nicht vergessen Nägel und Nagelhaut. Wiederholen Sie so oft wie gewünscht.
PF0101CM030LA;Hand Cream 30ml AROMATIC LAVENDER;3551780000751;30ml;4,75 €;9,50 €;12;6.0;Ab in die Handtasche mit der Handcreme von Compagnie de Provence in der praktischen 30 ml Tube. Die Handreme von Compagnie de Provence ist wunderbar geschmeidig und sanft. Angereichert mit Shea Butter und Olivenöl sorgt sie für eine Hautpflege auf natürliche Art. Ob auf der Arbeit oder unterwegs beim Shoppen, die handliche Größe passt in jede Handtasche. Die verwöhnenden Produkte von Compagnie de Provence setzen einen frisch-farbigen Akzent in den Alltag. Die Pflegeprodukte passen schon allein durch ihr Design in jedes moderne und stilvolle Badezimmer, die Düfte und die Essenzen runden das Gesamtbild von Compagnie de Provence perfekt ab.
PF0101CM030FI;Hand Cream 30ml FIG OF PROVENCE;3551780000737;30ml;4,75 €;9,50 €;12;6.0;Die Hand Cream Fig of Provence von La Compagnie de Provence schtzt und pflegt Ihre Haut. Sie eignet sich fr alle Hauttypen und begeistert mit einem fruchtigen Duft. Die innovative Formel enthlt Honig und pflanzliche le. Dadurch spendet die Handpflege der Haut viel Feuchtigkeit. Der Honig hat auerdem eine entzndungshemmende Wirkung und schafft so auch bei Hautreizungen und Irritationen Abhilfe. Die Hand Cream Fig of Provence von La Compagnie de Provence besteht zu 96,9 % aus natrlichen Inhaltsstoffen. Auerdem hat sie eine herrlich cremige Textur und fhlt sich sehr angenehm an. Die richtige Anwendung der HandcremeSie knnen die Hand Cream Fig of Provence von La Compagnie de Provence immer bei Bedarf anwenden. Geben Sie eine kleine Menge der Creme auf Ihre Hnde und massieren Sie das Produkt gut ein. Dank ihrer kompakten Form ist die Handpflege-Creme auch ein geeigneter Begleiter fr unterwegs.
PF0101CM030RO;Hand Cream 30ml WILD ROSE;3551780000799;30ml;4,75 €;9,50 €;12;6.0;Die Hand Cream Wild Rose von La Compagnie de Provence ist eine reichhaltige Handpflege, die Ihre Hände mit wertvollen Wirkstoffen versorgt und in einen verführerischen Duft hüllt. Ihre Rezeptur vereint Honig mit Oliven-, Süßmandel- und Traubenkernöl aus der Provence. Sie durchflutet die Haut mit wohltuender Feuchtigkeit. Gleichzeitig bietet die Creme der Haut zuverlässigen Schutz vor schädlichen Umwelteinflüssen. Sie beruhigt die Haut und pflegt sie seidig weich. Ihr bezaubernder Duft nach frisch geschnittenen Rosen betört die Sinne.Hochwertige Handpflege mit köstlichem Duft für geschmeidig zarte HautDie Hand Cream Wild Rose von La Compagnie de Provence versorgt die Haut intensiv mit Feuchtigkeit und beruhigt sie. Sie schützt die Haut vor äußeren Einflüssen und verleiht ihr Geschmeidigkeit. Mit ihrem fantastischen Rosenduft hüllt sie die Haut sanft ein. Ihre leichte, ultracremige Textur fettet nicht und hinterlässt ein luxuriöses Hautgefühl. Massieren Sie eine kleine Menge der Creme in die gereinigten, trockenen Hände ein. Sie können die Handpflege täglich bei Bedarf anwenden. Freuen Sie sich über samtweiche, herrlich duftende Hände!
PF0101CM030VE;Hand Cream 30ml FRESH VERBENA;3551780000805;30ml;4,75 €;9,50 €;12;6.0;Die Hand Cream Fresh Verbena von La Compagnie de Provence sorgt für rundum gepflegte, geschmeidig weiche Hände. Ihre Formel besteht zu mehr als 95 % aus natürlichen Inhaltsstoffen. Sie ist mit wertvollem Honig und Kräutern aus der Provence angereichert. Die Creme spendet der Haut intensiv Feuchtigkeit und verleiht ihr Geschmeidigkeit. Sie beruhigt die gestresste Haut sanft und bietet ihr optimalen Schutz vor äußeren Einflüssen. Mit ihrem herrlich spritzigen Duft nach Eisenkraut belebt sie die Sinne.Kostbare Handpflege mit erfrischendem Duft für streichelzarte Haut Die Hand Cream Fresh Verbena von La Compagnie de Provence verwöhnt die Hände mit wohltuender Feuchtigkeit und beruhigt die Haut. Sie schützt zuverlässig vor negativen Umwelteinflüssen. Ihr erfrischender Duft nach Eisenkraut betört die Sinne mit prickelnden Zitrusnoten. Die Handpflege ist für alle Hauttypen geeignet. Sie verwöhnt und pflegt die Haut mit ihrer ultracremigen Textur. Tragen Sie die Creme täglich bei Bedarf auf die sauberen, trockenen Hände auf und massieren sie sanft in die Haut ein. Erleben Sie wunderbar weiche, entspannte Haut!
PF0101CM030PA;Hand Cream 30ml PINK GRAPEFRUIT;3551780000782;30ml;4,75 €;9,50 €;12;6.0;Die speziell formulierte Hand Cream Pink Grapefruit von La Compagnie de Provence kombiniert eine einzigartige Haut- und Handpflege mit einem unwiderstehlichen, fruchtigen Duft. Für die besondere Pflege enthält die Creme in der praktischen Tube ein Trio aus hochwertig verarbeiteten pflanzlichen Ölen. Feine Aloe vera beruhigt die Haut und versorgt sie mit viel Feuchtigkeit. Sheabutter schützt, pflegt, beruhigt und macht die Hände und Finger geschmeidig. Reines Süßmandelöl aus der Provence schützt die Haut vor dem Austrocknen und hat weichmachende Eigenschaften. Die Creme ist auch für die Nägel und die Nagelhäute optimal geeignet.Frischer exotischer Duft und eine einzigartige Handpflege mit der Hand Cream Pink GrapefruitDie feine Handcreme von La Compagnie de Provence wird nach der gründlichen Reinigung auf die trockene Haut gegeben und sanft einmassiert. Die hochwertigen Inhaltsstoffe der Creme werden komplett von der Haut aufgenommen, ohne einen Film zu hinterlassen. Die Hand Cream Pink Grapefruit von La Compagnie de Provence besteht zu 95,7 Prozent aus natürlichen Inhaltsstoffen. Die Handcreme ist für alle normalen Hauttypen geeignet. Dank der praktischen Tube passt sie in jede Handtasche und ist auch für den Urlaub optimal.
PF0101CM030MI;Hand Cream 30ml MIMOSA FLOWER***;3551780003899;30ml;4,75 €;9,50 €;12;6.0;Mit der Hand Cream Mimosa Flower von La Compagnie de Provence, die mit Aloe vera und Pflanzenölen angereichert ist, spenden Sie Ihrer Haut Feuchtigkeit und Pflege und verhindern, dass Ihre Hände rissig werden. Mit dem Duft frischer Sommerblüten Die La Compagnie de Provence Hand Cream Mimosa Flower ist eine Handpflege, die zu 96,7 % aus natürlichen Ingredienzen besteht und in der französischen Provence hergestellt wird. Die enthaltenen Öle und Extrakte werden aus biologisch angebauten Pflanzen gewonnen, die in schonenden Verfahren verarbeitet werden, sodass ihre wertvollen Nährstoffe erhalten bleiben. Tragen Sie die Creme nach dem Händewaschen auf und massieren Sie sie in die Haut und das Nagelbett ein. Die Handpflege klebt nicht, sorgt dafür, dass Ihre Hände samtig weich werden und verhindert, dass die Haut rissig wird, sich rötet oder spannt.Die Hand Cream Mimosa Flower von La Compagnie de Provence enthält Aloe vera, die viel Feuchtigkeit spendet und die irritierte Haut beruhigt. Sheabutter enthält wertvolle Vitamine, die die Haut nähren, aufbauen und widerstandsfähiger machen. Mandel- und Traubenkernöl sind reich an Flavonoiden, welche antioxidative Fähigkeiten haben: Hierdurch schützt die Creme die Haut vor schädlichen äußeren Einflüssen, hält sie elastisch und verhindert vorzeitige Hautalterung.
PF0101CM030CO;Hand Cream 30ml COTTON FLOWER;3551780000720;30ml;4,75 €;9,50 €;12;6.0;Mit der Hand Cream Cotton Flower von La Compagnie de Provence treffen Sie die richtige Entscheidung, wenn Sie eine hochwertige Creme fr die Handpflege suchen. Das Produkt ist mit erlesenen len angereichert und begeistert durch seine leichte und nicht fettende Textur. Es schtzt die Haut vor Umwelteinflssen, untersttzt die Regeneration, spendet Feuchtigkeit und wirkt beruhigend. Ein zarter Duft von Baumwolle macht die Creme auch fr Ihre Nase zu einem sinnlichen Genuss. Die La Compagnie de Provence Hand Cream Cotton Flower ist reich an Aloe vera. Die mediterranen Gewchse sind berhmt fr ihre feuchtigkeitsspendenden Eigenschaften. Darber hinaus sorgt Sheabutter dafr, dass sich die Hautzellen in Ihren Hnden schneller und besser regenerieren knnen. Zustzlich ist in der Handpflege auch l von sen Mandeln enthalten. Es glttet Ihre Haut und sorgt fr ein angenehm geschmeidiges Gefhl. So wenden Sie die Hand Cream Cotton Flower von La Compagnie de Provence an: Waschen und trocknen Sie zunchst Ihre Hnde. Dann entnehmen Sie etwa einen halben Teelffel der Creme und verteilen das Produkt auf beiden Handflchen und Handrcken. Lassen Sie die Handpflege am besten an der Luft trocknen. Es dauert nur wenige Minuten, bis Sie Textilien berhren knnen, ohne Spuren zu hinterlassen.
PF0101CM030BO;Hand Cream 30ml OLIVE WOOD;3551780000713;30ml;4,75 €;9,50 €;12;6.0;Hydrate und Pflege für Ihre Hände mit Compagnie De Provence nachsichtig EP Olivenholz Handcreme. Angereichert mit einem Trio von pflanzlichen Ölen, diese Handcreme nimmt sanft Pflege Ihrer Hände. Angewandt unmittelbar nach der Reinigung, sein Licht und nicht fettig Textur Hydrate, beruhigt und helfen, die Haut vor äußeren Einflüssen zu schützen, die Hände in Weichheit und Komfort Kokon zu verlassen. Tragen Sie eine kleine Menge des Produkts auf saubere und trockene Haut. Massieren Sie die Hände, nicht vergessen Nägel und Nagelhaut. Wiederholen Sie so oft wie gewünscht.
PF0101GD500AG;Shower Gel 500ml SPARKLING CITRUS;3551780006098;500ml;14,00 €;28,00 €;6;3.0;Mit Olivenöl angereichertes Duschgel mit einem belebenden Duft. Es reinigt die Haut dank der zarten, natürlichen Inhaltsstoffen und verwandelt sich in einen reichhaltigen Schaum, der sich leicht abspülen lässt. Das Shower Gel reinigt, ohne die Haut auszutrocknen und hinterlässt einen zarten und pudrigen Duft, der an die Weichheit und den Komfort von Baumwolle erinnert und Ihre Sinne beruhigt. Mehr zu diesem Produkt Enthält Olivenöl und Kopraöl, für die schonendste Reinigung.
PF0101GD500CO;Shower Gel 500ml COTTON FLOWER;3551780006104;500ml;14,00 €;28,00 €;6;3.0;Das La Compagnie de Provence Shower Gel - Cotton Flower ist ein mit Olivenöl angereichertes Duschgel mit einem belebenden Duft. Es reinigt die Haut dank der zarten, natürlichen Inhaltsstoffen und verwandelt sich in einen reichhaltigen Schaum, der sich leicht abspülen lässt. Das Shower Gel reinigt, ohne die Haut auszutrocknen, und hinterlässt einen zarten Duft von prickelnden Zitrusnoten auf der Haut, der die Sinne weckt.Mehr zu diesem Produkt enthält Olivenöl und Kopraöl, für die schonendste Reinigung. sulfatfreie Formel 96% natürliche Inhaltsstoffe Hergestellt in der Provence.
PF0101GD200AG;Shower Gel 200ml SPARKLING CITRUS;3551780006869;200ml;6,00 €;12,00 €;6;3.0;Das La Compagnie de Provence Shower Gel - Sparkling Citrus ist ein mit Olivenöl angereichertes Duschgel mit einem belebenden Duft. Es reinigt die Haut dank der zarten, natürlichen Inhaltsstoffen und verwandelt sich in einen reichhaltigen Schaum, der sich leicht abspülen lässt. Das Shower Gel reinigt, ohne die Haut auszutrocknen, und hinterlässt einen zarten Duft von prickelnden Zitrusnoten auf der Haut, der die Sinne weckt. Mehr zu diesem Produkt enthält Olivenöl und Kopraöl, für die schonendste Reinigung. sulfatfreie Formel 96% natürliche Inhaltsstoffe Hergestellt in der Provence. Anwendung: Gründlich mit Wasser abspülen. Geben Sie etwas des Shower Gels in die Handfläche, aufschäumen und massieren Sie den Körper sanft. Genießen Sie diesen köstlichen und belebenden Duft, der Ihre Sinne weckt.
PF0101MC300RV;Hand and Body Lotion 300ML REVITALIZING ROSEMARY;3551780007514;300ml;18,50 €;37,00 €;6;3.0;Die La Companie de Provence Hand and Body Lotion - Revitalizing Rosemary ist eine leichte, feuchtigkeitsspendende Creme und wurde im Herzen der Provence hergestellt. Sie vereint die besten botanischen Öle der Provence, um deine Hände und deinen Körper zu pflegen. Die Formel ist angereichert mit feuchtigkeitsspendendem PDO-Olivenöl, beruhigendem Süßmandelöl und Sheabutter zum Schutz deiner Haut. Die leichte, flüssige Textur zieht schnell ein, um jeden Tag Weichheit und Komfort zu bieten. Ein belebender Duft, der in Grasse kreiert wurde, wo die belebende Frische von Rosmarin durch eine saftige Note von Blutorange ergänzt wird. Dermatologisch getestet. 95 % Inhaltsstoffe natürlichen Ursprungs. Anwendung: Nach dem Duschen und/oder zu jeder Tageszeit anwendbar. Auf die Hände geben und sanft einmassieren für einen geschmeidige Haut!
PF0101MC300AG;Hand and Body Lotion 300ML PET SPARKLING CITRUS;3551780006111;300 ml;18,50 €;37,00 €;6;3.0;"Die La Companie de Provence Hand and Body Lotion - Sparkling Citrus ist eine leichte, feuchtigkeitsspendende Creme und wurde im Herzen der Provence hergestellt. Sie vereint die besten botanischen Öle der Provence, um deine Hände und deinen Körper zu pflegen. Die Formel ist angereichert mit feuchtigkeitsspendendem PDO-Olivenöl; beruhigendem Süßmandelöl und Sheabutter zum Schutz deiner Haut. Die leichte, flüssige Textur zieht schnell ein, um jeden Tag Weichheit und Komfort zu bieten. Ein belebender Duft, der in Grasse kreiert wurde, wo die belebende Frische von Rosmarin durch eine saftige Note von Blutorange ergänzt wird. Dermatologisch getestet. 95 % Inhaltsstoffe natürlichen Ursprungs. Anwendung: Nach dem Duschen und/oder zu jeder Tageszeit anwendbar. Auf die Hände geben und sanft einmassieren für einen geschmeidige Haut!"
PF0101MC300CO;Hand and Body Lotion 300ML PET COTTON FLOWER;3551780006128;300 ml;18,50 €;37,00 €;6;3.0;Die La Companie de Provence Hand and Body Lotion - Cotton Flower ist eine leichte, feuchtigkeitsspendende Creme und wurde im Herzen der Provence hergestellt. Sie vereint die besten botanischen Öle der Provence, um deine Hände und deinen Körper zu pflegen. Die Formel ist angereichert mit feuchtigkeitsspendendem PDO-Olivenöl, beruhigendem Süßmandelöl und Sheabutter zum Schutz deiner Haut. Die leichte, flüssige Textur zieht schnell ein, um jeden Tag Weichheit und Komfort zu bieten. Ein belebender Duft, der in Grasse kreiert wurde, wo die belebende Frische von Rosmarin durch eine saftige Note von Blutorange ergänzt wird. Dermatologisch getestet. 95 % Inhaltsstoffe natürlichen Ursprungs. Anwendung: Nach dem Duschen und/oder zu jeder Tageszeit anwendbar. Auf die Hände geben und sanft einmassieren für einen geschmeidige Haut!
PF0112SL01LDE;Liquid Soap Marseille 1L Refill REFILL DELICATE;3551780003622;1000ml;17,50 €;35,00 €;6;nan;Die Nachfüllflasche zur Flüssigseife von Compagnie de Provence ermöglicht es umweltfreundlich und praktisch, die dekorativen Seifenspender von Compagnie de Provence weiter zu benutzen. Mit der 1 Liter-Nachfüllflasche kann man entweder die schönen Pumpspender aus Glas mit einem Fassungsvermögen von 0,5 l oder die unempfindlichen Pumpspender aus Kunststoff mit einem Fassungsvermögen von 0,3 l wunderbar auffüllen, wenn sich die Seife dem Ende zuneigt. Die Savon Liquide de Marseille Nachfüllflasche ist natürlich wiederverschließbar. Wer seine Lieblingsseifen mit den außergewöhnlichen Düften von Compagnie de Provence entdeckt hat, kann sich dank des Nachfüllers prima einen Vorrat anlegen. Beliebt sind die Seifen nicht nur aufgrund ihrer Inhaltsstoffe (und vor allem auch aufgrund der Stoffe, die nicht enthalten sind!), sondern auch aufgrund der angenehm kreierten Duftkompositionen: Der holzig-frische Duft Delicate zeigt sich unter anderem mit klaren, angenehmen Zitrusnoten. Die Cashmere & Delicate Kollektion von Compagnie de Provence sieht besonders schön aus, wenn man helle und dunkle Flacons kombiniert – zum Beispiel als Handcreme-Flüssigseife-Duo. Außerdem sind die Pflegeaccessoires ein schönes Geschenk. Compagnie de Provence hat mit der Savon Liquide de Marseille – der französische Ort gilt als eine der Städte mit der längsten Seifentradition – ein absolut empfehlenswertes Pflegeprodukt entwickelt, das zu Recht relativ schnell beliebt und bekannt wurde. Die Flüssigseife von Compagnie de Provence wird in einem traditionellen Verfahren hergestellt. Auf Basis natürlich schäumender Pflanzenöle sind auch die übrigen Inhaltsstoffe rein pflanzlich. Das reinigende Pflegeprodukt ist demnach frei von tierischen Fetten und enthält außerdem keine Farbstoffe oder synthetische Tenside.
PF0112SL01LCS;Liquid Soap Marseille 1L Refill CASHMERE;3551780003639;1000ml;17,50 €;35,00 €;6;nan;Die Liquid Marseille Soap Cashmere gehört zu den hochwertigen Flüssigseifen von La Compagnie de Provence für eine intensive Reinigung. Die Seife wird nach althergebrachter Methode im Kessel hergestellt. Sie ist dank problemloser Nachfüllung auch für Menschen geeignet, die beim Einkauf von Pflegeprodukten auf Nachhaltigkeit Wert legen. Freuen Sie sich auf eine sanfte Reinigung Ihrer Haut mit den hochwertigen Ölen der Olive und der Kokosnuss. 94,5 Prozent der Inhaltsstoffe sind natürlichen Ursprungs.Das Olivenöl stammt von Oliven, die schon seit Generationen von der Familie Cheylan ökologisch im Château Virant kultiviert werden. Hier entsteht ein Öl, das Reichtum an wertvollen Fettsäuren mit einem hohen Gehalt an den Vitaminen A, C, D und E verbindet. Als Bestandteil von Flüssigseifen wirkt das Olivenöl zugleich glättend, nährend und schützend. Das Kokosöl wird aus dem getrockneten Fruchtfleisch von Kokosnüssen gewonnen. Es verleiht der Liquid Marseille Soap Cashmere von La Compagnie de Provence eine sanft aufschäumende Wirkung. Bestellen Sie jetzt die beliebte La Compagnie de Provence Liquid Marseille Soap Cashmere hier bei Parfumdreams online. Weitere Flüssigseifen des Herstellers für die sanfte Reinigung sind ebenfalls bei uns erhältlich, zum Beispiel die Liquid Marseille Soap Mimosa Flower oder die Liquid Marseille Soap Fresh Verbena.
PF0112SL300DE;Liquid Soap Marseille 300ml DELICATE;3551780003585;300ml;11,00 €;22,00 €;6;3.0;Gebraut in einem Kessel für dieses betörend wenig drehen wir alle in einer Hand Seife sehnen, Compagnie De Provence Zarte Flüssiges Marseiller Seife wird die Haut glatt und seidig, sowie sauber und wohlriechend bekommen. Formuliert mit Kopra Ölen und organischen natives Olivenöl wird diese Seife natürlich glycerined. Sein frischer Duft wurde in Grasse erstellt und es hat Zitrus und holzigen Noten. 94,5% der Inhaltsstoffe sind natürlichen Ursprungs. Auf der nasse Hand, sanft Reiben in und dann Abspülen. Dieses Produkt kann auch als Körperwäsche eingesetzt werden und eignet sich für den häufigen Gebrauch.
PF0112SL300CS;Liquid Soap Marseille 300ml CASHMERE;3551780003592;300ml;11,00 €;22,00 €;6;3.0;Die Liquid Marseille Soap Cashmere gehört zu den hochwertigen Flüssigseifen von La Compagnie de Provence für eine intensive Reinigung. Die Seife wird nach althergebrachter Methode im Kessel hergestellt. Sie ist dank problemloser Nachfüllung auch für Menschen geeignet, die beim Einkauf von Pflegeprodukten auf Nachhaltigkeit Wert legen. Freuen Sie sich auf eine sanfte Reinigung Ihrer Haut mit den hochwertigen Ölen der Olive und der Kokosnuss. 94,5 Prozent der Inhaltsstoffe sind natürlichen Ursprungs.Das Olivenöl stammt von Oliven, die schon seit Generationen von der Familie Cheylan ökologisch im Château Virant kultiviert werden. Hier entsteht ein Öl, das Reichtum an wertvollen Fettsäuren mit einem hohen Gehalt an den Vitaminen A, C, D und E verbindet. Als Bestandteil von Flüssigseifen wirkt das Olivenöl zugleich glättend, nährend und schützend. Das Kokosöl wird aus dem getrockneten Fruchtfleisch von Kokosnüssen gewonnen. Es verleiht der Liquid Marseille Soap Cashmere von La Compagnie de Provence eine sanft aufschäumende Wirkung. Bestellen Sie jetzt die beliebte La Compagnie de Provence Liquid Marseille Soap Cashmere hier bei Parfumdreams online. Weitere Flüssigseifen des Herstellers für die sanfte Reinigung sind ebenfalls bei uns erhältlich, zum Beispiel die Liquid Marseille Soap Mimosa Flower oder die Liquid Marseille Soap Fresh Verbena.
PF0112CM300DE;Hand Cream 300ml DELICATE;3551780003608;300ml;16,50 €;33,00 €;6;3.0;Die Hand Cream Delicate von La Compagnie de Provence verwöhnt die Haut mit wertvollen Inhaltsstoffen und macht sie sanft und geschmeidig. Die Creme hat eine einzigartige Textur, eine würzig-holzige Duftnote und zieht komplett ein, ohne einen öligen Film auf der Haut zu hinterlassen. Durch die enthaltene Sheabutter wird Ihre Haut mit den Vitaminen A, D, E und F versorgt. Natürliches Glyzerin glättet die Haut und macht sie besonders weich. Durch die besondere Formulierung können Sie die reichhaltige Handpflege immer bei Bedarf verwenden.Seidig weiche und gepflegte Haut mit der Hand Cream Delicate CashmereDie Hand Cream Delicate von La Compagnie de Provence tragen Sie am besten auf die frisch gewaschenen und abgetrockneten Hände auf. Schon ein bis zwei Pumpstöße aus der attraktiven Pumpflasche aus Glas sind ausreichend. Bei der Handpflege sollten Sie auch Ihre Nägel und Nagelhäute berücksichtigen. Die Creme aus dem Hause La Compagnie de Provence besteht zu 94,5 Prozent aus natürlichen Inhaltsstoffen. Die reichhaltige Handcreme ist so sanft formuliert, dass sie für alle normalen Hauttypen geeignet ist.
PF0112CM300CS;Hand Cream 300ml CASHMERE;3551780003615;300ml;16,50 €;33,00 €;6;3.0;Pflegende Handcrème für besonders zarte Hände in hübschem Flaschenspender aus Milchglas von Compagnie DE Provence. Angereichert mit Sheabutter, Bio-Olivenöl, ergänzt mit Vitamin E wird Ihre Haut reichhaltig genährt. Die Crème zieht leicht ein, hat eine nicht fettende Textur und hüllt Ihre Haut in einen maskulinen, frischen Duft aus Kümmel, Zimt und leichter Holz Würze ein. 95% der verwendeten Inhaltsstoffe sind aus natürlichen Ursprung. Die restlichen Prozentanteile dienen zur qualitativen, hygienischen Konservierung und schenken der Crème eine Geschmeidigkeit sondergleichen. Hinweis ZUR Anwendung: Tragen Sie eine kleine Menge des Produkts auf Ihre sauberen, trockenen Hände auf. Massieren Sie sanft die Handfläche und den Handrücken, vergessen Sie dabei nicht Ihre Nägel und deren Nagelhaut. Erneuern Sie den Vorgang nach Belieben. Nur zur äusserlichen Anwendung. Berührung mit den Augen vermeiden.
PF0103SL01LTB1;Liquid Soap Marseille 1L Refill WHITE TEA;3551780003134;1000ml;17,50 €;35,00 €;6;nan;Sie machte eine traditionelle Methode, Compagnie De Provence White Tea Flüssige Marseiller Seife Refill reinigt sanft die Haut und hat einen herrlichen Zitrusduft mit Noten von weißen Tee. Die Refill-Größe ist ein idealer umweltfreundlicher Begleiter zur Compagnie De Provence White Tea Flüssige Marseiller Seife 300ml Glasflasche. Kokosöl ist, was diese Handseife bei Reinigung so gut macht, und mit seinen hochen Schaumvermögen, ist es einfach, mit 100% Deckung anzuwenden. Sobald das Kokosöl Ihre Hände sauber bekommen hat, natürlich Glycerin vorkommende macht sie geschmeidig und glatt. Auf der nasse Hand, sanft Reiben in und dann Abspülen. Dieses Produkt kann auch als Körperwäsche eingesetzt werden und eignet sich für den häufigen Gebrauch.
PF0103SL01LTN1;Liquid Soap Marseille 1L Refill REFILL BLACK TEA;3551780003158;1000ml;17,50 €;35,00 €;6;nan;Sie machte eine traditionelle Methode, Compagnie De Provence Schwarze Tee Flüssigkeit Marseiller Seife Refill reinigt sanft die Haut und hat einen köstlich Duft von Beeren, mit feinen Noten von schwarzem Tee. Die Refill-Größe ist ein idealer umweltfreundlicher Begleiter zur Compagnie De Provence Schwarzen Tee Flüssigkeit Marseiller Seife 300ml Glasflasche. Kokosöl ist, was diese Handseife bei Reinigung so gut macht, und mit seinen hochen Schaumvermögen, ist es einfach, mit 100% Deckung anzuwenden. Sobald das Kokosöl Ihre Hände sauber bekommen hat, natürlich Glycerin vorkommende macht sie geschmeidig und glatt. Auf der nasse Hand, sanft Reiben in und dann Abspülen. Dieses Produkt kann auch als Körperwäsche eingesetzt werden und eignet sich für den häufigen Gebrauch.
CDP69522;Liquid Soap Marseille 495ml WHITE TEA;3551780695223;500ml;13,00 €;26,00 €;6;3.0;In einem Kessel für diesen verführerischen kleinen Twist gebraut wir alle sehnen sich in einer Hand Seife, Compagnie De Provence weißer Tee Flüssigkeit Marseilles Seife wird Ihre Haut glatt und seidig, sowie sauber und duftend. Zitrus-Obertöne, mit feinen Noten von weißem Tee, um genau zu sein. Mmmmm Kokosöl macht diese Handseife so gut zum Reinigen und mit ihrer hohen Schaumfähigkeit ist sie leicht mit 100% Deckung aufzutragen. Sobald das Kokosnussöl Ihre Hände sauber hat, macht natürlich vorkommendes Glycerin sie seidig und glatt. Auf die nassen Hände auftragen, sanft einreiben und abspülen. Dieses Produkt kann auch als Körperwäsche verwendet werden und ist für häufige Verwendung geeignet.
CDP69523;Liquid Soap Marseille 495ml BLACK TEA;3551780695230;500ml;13,00 €;26,00 €;6;3.0;Die Black Tea Liquid Marseille Soap von Compagnie de Provence ist mit natürlichem Glycerin und Kokosöl angereichert, das als eines der besten Öle der Welt bekannt ist, um die Haut gesund und jung zu halten. Der ikonische Seifenwürfel aus Marseille lebt in einer neuen, flüssigen Version: zeitgemäß und für den Alltag geeignet. Die Seife wird in einem Kupferkessel immer noch traditionell zubereitet und enthält 97,7 % natürliche Inhaltsstoffe. Es enthält eine hohe Konzentration an Vitamin E und schützt, spendet Feuchtigkeit und repariert die Haut. Darüber hinaus macht die Haut gereizt und wirkt sich positiv auf Narben und Dehnungsstreifen aus. Bio-Olivenöl aus der ersten Presse ist der andere Stern dieser Flüssigseife. Neben Olivenöl hilft es der Haut, optimal genährt zu bleiben, ist sie reich an Antioxidantien (Vitamin E, Phytosterole, Polyphenole). Diese Antioxidantien bekämpfen freie Radikale auf hochwirksame Weise und bekämpfen so die Hautalterung.
