artikelordernummer;Artikelname;EAN;Meta titel;Produktbeschreibung;Anwendung;Inhaltsstoffe
PF0112SL300DE;Liquid Soap Marseille 300ml DELICATE;3551780003585;Verwöhne deine Haut mit der zarten Flüssigseife Marseille 300ml DELICATE;Luxuriöse Seife mit einzigartig warmem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die natürlich glyzinierte Cashmere Liquid Marseille Soap schenkt den Händen mit Kopra- und nativem Olivenöl aus biologischem Anbau eine effektive Reinigung. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Ihr einzigartig warmer Duft mit holzigen und würzigen Noten umhüllt die Haut und verführt all Ihre Sinne. Der glatte und mattierte Glasflakon schafft in Badezimmer und Küche eine elegante und beruhigende Atmosphäre – Licht und Transparenz werden perfekt hervorgehoben.  Mehr zu diesem Produkt  Flüssigseife mit 94,5 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  geeignet für Hände & Körper holziger & würziger Duft  nachfüllbare Pumpflasche aus Glas;Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;Aqua (Water), Potassium Cocoate, Parfum (Fragrance), Glycerin, Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Potassium Hydroxide, Potassium Olivate, Limonene, Linalool, Citronellol, Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil
PF0112SL300CS;Liquid Soap Marseille 300ml CASHMERE;3551780003592;Erlebe intensive Reinigung mit der La Compagnie de Provence Liquid Soap Marseille Cashmere - 300ml;Luxuriöse Seife mit einzigartig warmem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die natürlich glyzinierte Cashmere Liquid Marseille Soap schenkt den Händen mit Kopra- und nativem Olivenöl aus biologischem Anbau eine effektive Reinigung. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Mit den kostbaren Noten von Orange, Estragon, weißem Moschus und Amber schafft Delicate einen einzigartig warmen Duft, der die Haut umhüllt und die Sinne verführt. Der glatte und mattierte Glasflakon schafft in Badezimmer und Küche eine elegante und beruhigende Atmosphäre – Licht und Transparenz werden perfekt hervorgehoben.  Mehr zu diesem Produkt  Flüssigseife mit 94,5 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  geeignet für Hände & Körper zitrische-holzige Noten nachfüllbare Pumpflasche;Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;Aqua (Water), Potassium Cocoate, Parfum (Fragrance), Glycerin, Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Potassium Hydroxide, Potassium Olivate, Linalool, Alpha-Isomethyl Ionone, Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil.
PF0112CM300DE;Hand Cream 300ml DELICATE;3551780003608;Verwöhne deine Hände mit der Hand Cream Delicate - Reichhaltige Pflege von La Compagnie de Provence;Luxuriöse Handcreme mit einzigartig warmem Duft Die Handcreme Delicate pflegt die Hände mit 95 % natürlichen Inhaltstoffen wie Sheabutter, Olivenöl und Vitamin E seidig weich. Mit den restlichen 5 % an Zutaten gewährleistet Compagnie de Provence sowohl die seidige Textur als auch eine optimale Haltbarkeit der reichhaltigen Creme. Mit den kostbaren Noten von Orange, Estragon, weißem Moschus und Amber schafft Delicate einen einzigartig warmen Duft, der die Haut umhüllt und die Sinne verführt. Der glatte und mattierte Glasflakon schafft in Badezimmer und Küche eine elegante und beruhigende Atmosphäre – Licht und Transparenz werden perfekt hervorgehoben.  Mehr zu diesem Produkt pflegende Handcreme mit 95 % natürlichen Inhaltstoffen seidige & cremige Textur zitrische-holzige Noten;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Glycerin, Oleyl Erucate, Cetearyl Alcohol, Glyceryl Stearate, PEG-100 Stearate, C12-15 Alkyl Benzoate, Cetearyl Ethylhexanoate, Dimethicone, Phenoxyethanol, Parfum (Fragrance), Tapioca Starch, Butyrospermum Parkii (Shea Butter), Sodium Polyacrylate, Olea Europaea (Olive) Fruit Oil, Disodium EDTA, Ethylhexylglycerin, Panthenol, Tocopheryl Acetate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Limonene, Linalool, Citronellol, Alpha-Isomethyl Ionone.
PF0112CM300CS;Hand Cream 300ml CASHMERE;3551780003615;Verwöhne deine Hände mit Cashmere: Pflegende Handcreme 300ml von Compagnie DE Provence;Luxuriöse Handcreme mit warmem Duft Die Handcreme Cashmere pflegt die Hände mit 95 % natürlichen Inhaltstoffen wie Sheabutter, Olivenöl und Vitamin E seidig weich. Mit den restlichen 5 % an Zutaten gewährleistet Compagnie de Provence sowohl die seidige Textur als auch eine optimale Haltbarkeit der reichhaltigen Creme. Cashmere vereint die Würze von Kreuzkümmel und Zimt mit den Noten von edlen Hölzern zu einem warmen Duft, der die Sinne verführt. Der glatte und mattierte Glasflakon schafft in Badezimmer und Küche eine elegante und beruhigende Atmosphäre – Licht und Transparenz werden perfekt hervorgehoben.  Mehr zu diesem Produkt pflegende Handcreme mit 95 % natürlichen Inhaltstoffen seidige & cremige Textur warmer & sanft würziger Duft;;Aqua (Water) · Glycerin · Oleyl Erucate · Cetearyl Alcohol · Glyceryl Stearate · PEG-100 Stearate · C12-15 Alkyl Benzoate · Cetearyl Ethylhexanoate · Dimethicone · Phenoxyethanol · Parfum (Fragrance) · Tapioca Starch · Butyrospermum parkii (Shea Butter) · Sodium Polyacrylate · Olea europaea (Olive) Fruit Oil · Disodium EDTA · Ethylhexylglycerin · Panthenol · Tocopheryl Acetate · Pentaerythrityl Tetra-di-t-Butyl Hydroxyhydrocinnamate  · Linalool  ·  Alpha-Isomethyl Ionone ·  Eugenol.
PF0112SL01LDE;Liquid Soap Marseille 1L Refill REFILL DELICATE;3551780003622;Fülle deine Seifenspender nachhaltig auf - Liquid Soap Marseille 1L Nachfüllflasche DELICATE von Compagnie de Provence;Luxuriöse Seife mit einzigartig warmem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die natürlich glyzinierte Cashmere Liquid Marseille Soap schenkt den Händen mit Kopra- und nativem Olivenöl aus biologischem Anbau eine effektive Reinigung. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Ihr einzigartig warmer Duft mit holzigen und würzigen Noten umhüllt die Haut und verführt all Ihre Sinne. Der glatte und mattierte Glasflakon schafft in Badezimmer und Küche eine elegante und beruhigende Atmosphäre – Licht und Transparenz werden perfekt hervorgehoben.  Mehr zu diesem Produkt  Flüssigseife mit 94,5 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  geeignet für Hände & Körper holziger & würziger Duft  nachfüllbare Pumpflasche aus Glas;Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen. Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;Aqua (Water), Potassium Cocoate, Parfum (Fragrance), Glycerin, Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Potassium Hydroxide, Potassium Olivate, Limonene, Linalool, Citronellol, Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil
PF0112SL01LCS;Liquid Soap Marseille 1L Refill CASHMERE;3551780003639;Nachhaltige Reinigung mit La Compagnie de Provence Liquid Soap Cashmere - 1L Nachfüllpackung;Luxuriöse Seife mit einzigartig warmem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die natürlich glyzinierte Cashmere Liquid Marseille Soap schenkt den Händen mit Kopra- und nativem Olivenöl aus biologischem Anbau eine effektive Reinigung. Die ultrasanfte Formel eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Mit den kostbaren Noten von Orange, Estragon, weißem Moschus und Amber schafft Delicate einen einzigartig warmen Duft, der die Haut umhüllt und die Sinne verführt. Der glatte und mattierte Glasflakon schafft in Badezimmer und Küche eine elegante und beruhigende Atmosphäre – Licht und Transparenz werden perfekt hervorgehoben.  Mehr zu diesem Produkt  Flüssigseife mit 94,5 % natürlichen Inhaltsstoffen reinigt effektiv & sanft  geeignet für Hände & Körper zitrische-holzige Noten nachfüllbare Pumpflasche;Füllen Sie Ihre modernen Pumpflaschen 495 ml und 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen. Die Seife eignet sich ideal für häufiges Händewaschen. Zudem kann sie als Köperreinigung verwendet werden: Auf die feuchte Haut auftragen, sanft einmassieren und anschließend gründlich abwaschen.  Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden.;Aqua (Water), Potassium Cocoate, Parfum (Fragrance), Glycerin, Hydroxyethylcellulose, Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Potassium Hydroxide, Potassium Olivate, Linalool, Alpha-Isomethyl Ionone, Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil.
PF0105SL01LKA;Liquid Soap Marseille 1L Refill KARITE | SHEA;3551780003660;Nachhaltige Marseille Flüssigseife mit Sheabutter - Refill für 495ml & 300ml;Refill für 495 ml und 300 ml - ein umweltfreundlicher Ansatz. Pflegende Seife mit beruhigendem Duft Die flüssige Seife von Compagnie de Provence wird traditionell durch die Verseifung in einem Kessel hegestellt – wie schon ihr Vorfahre, der ikonische Seifenwürfel aus Marseille. Die Liquid Marseille Soap Shea Butter verwandelt sich bei Kontakt mit Wasser in einen cremigen und leichten Schaum, der die Hände mit nährender Sheabutter effektiv reinigt und intensiv pflegt. Die ultrasanfte Formel mit 96,99% natürlichen Inhaltsstoffen eignet sich nicht nur optimal zum häufigen Händewaschen, sie kann auch hervorragend für die Reinigung des gesamten Körpers verwendet werden. Die Flüssigseife vereint die zarten Noten von weißen Blumen mit der Süße von Moschus zu einem beruhigenden Duft.  Mehr zu diesem Produkt  Flüssigseife mit 96,99 % natürlichen Inhaltsstoffen restlichen 3,01 % dienen der Haltbarkeit & sinnlichen Textur reinigt sanft & effektiv  mit pflegender Sheabutter florale & süße Noten;Füllen Sie Ihre modernen Pumpflaschen 300 ml immer wieder neu, um Ihre Flüssigseife noch länger zu genießen.   Nur zur äußerlichen Anwendung.  Vermeiden Sie den Kontakt mit den Augen.  Bei Berührung gründlich mit Wasser abspülen.;Aqua (Water), Potassium Cocoate, Glycerin, Parfum (Fragrance), Hydroxyethylcellulose, PEG-40 Hydrogenated Castor Oil, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Butyrospermum Parkii (Shea) Butter Extract, Tetrasodium EDTA, Shea Butter PEG-8 Esters, Tocopherol
PF0101SL500EX;Exfoliating Liquid Soap Marseille;3551780004483;;Innovative Peeling-Seife mit belebendem Duft Die Exfoliating Liquid Marseille Soap wurde von Compagnie de Provence entwickelt, um Körper und Hände in nur einem Schritt zu reinigen und zu peelen – für eine seidig weiche Haut mit natürlicher Ausstrahlungskraft. Die Peeling-Flüssigseife mit 98 % natürlichen Inhaltstoffen sorgt dank fein gemahlener Olivensamen, die im Mittelmeerraum geerntet werden, für ein sanftes Peeling und hinterlässt mit funkelnden Zitrusnoten eine zart duftende Haut. Mit den restlichen 2 % der Zutaten gewährleistet Compagnie de Provence die sensorische Textur und die optimale Haltbarkeit der reichhaltigen Formel. Die Exfoliating Liquid Marseille Soap beschreitet neue Wege und bleibt dabei den bewährten Techniken treu: Nach alter Tradition wird die Flüssigseife durch die Verseifung mit botanischen Ölen in einem Kessel hergestellt.   Mehr zu diesem Produkt  Peeling-Flüssigseife mit 98 % natürlichen Inhaltsstoffen  sanftes Peeling mit fein gemahlenen Olivensamen seidige Geschmeidigkeit & natürliche Ausstrahlung  funkelnde Zitrusnoten für die tägliche Anwendung praktische Pumpflasche;Auf die Hände und den Körper auftragen und mit kreisenden Bewegungen auf die feuchte Haut auftragen. Die Seife hilft, die Wirksamkeit einer anschließend aufgetragenen Feuchtigkeitscreme oder eines Balms zu erhöhen. Für seidig weiche Haut, in Verbindung mit unseren feuchtigkeitsspendenden Handcremes und Körpercremes der Compagnie de Provence. ;Aqua (Water), Potassium Cocoate, Xanthan Gum, Glycerin, Olea Europaea (Olive) Seed Powder, Parfum (Fragrance), Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Tetrasodium EDTA, Limonene, Tocopherol, Linalool, Citral
PF0101SL300EX;Exfoliating Liquid Soap Marseille;3551780005367;;Innovative Peeling-Seife mit belebendem Duft Die Exfoliating Liquid Marseille Soap wurde von Compagnie de Provence entwickelt, um Körper und Hände in nur einem Schritt zu reinigen und zu peelen – für eine seidig weiche Haut mit natürlicher Ausstrahlungskraft. Die Peeling-Flüssigseife mit 98 % natürlichen Inhaltstoffen sorgt dank fein gemahlener Olivensamen, die im Mittelmeerraum geerntet werden, für ein sanftes Peeling und hinterlässt mit funkelnden Zitrusnoten eine zart duftende Haut. Mit den restlichen 2 % der Zutaten gewährleistet Compagnie de Provence die sensorische Textur und die optimale Haltbarkeit der reichhaltigen Formel. Die Exfoliating Liquid Marseille Soap beschreitet neue Wege und bleibt dabei den bewährten Techniken treu: Nach alter Tradition wird die Flüssigseife durch die Verseifung mit botanischen Ölen in einem Kessel hergestellt.   Mehr zu diesem Produkt  Peeling-Flüssigseife mit 98 % natürlichen Inhaltsstoffen  sanftes Peeling mit fein gemahlenen Olivensamen seidige Geschmeidigkeit & natürliche Ausstrahlung  funkelnde Zitrusnoten für die tägliche Anwendung praktische Pumpflasche;Auf die Hände und den Körper auftragen und mit kreisenden Bewegungen auf die feuchte Haut auftragen. Die Seife hilft, die Wirksamkeit einer anschließend aufgetragenen Feuchtigkeitscreme oder eines Balms zu erhöhen. Für seidig weiche Haut, in Verbindung mit unseren feuchtigkeitsspendenden Handcremes und Körpercremes der Compagnie de Provence. ;Aqua (Water), Potassium Cocoate, Xanthan Gum, Glycerin, Olea Europaea (Olive) Seed Powder, Parfum (Fragrance), Polyglyceryl-3 Caprylate, Tetrasodium Glutamate Diacetate, Cocos Nucifera (Coconut) Oil, Tetrasodium EDTA, Limonene, Tocopherol, Linalool, Citral
PF0105HC100KA;Ultra Nourishing Dry Oil 100ml KARITE | SHEA;3551780005268;Verwöhne dich mit unserem Ultra Nourishing Dry Oil 100ml KARITE | SHEA aus der Provence;Hergestellt im Herzen der Provence, fühlt sich dieses Dry Oil wie Samt an. Das Dry Oil kombiniert die besten pflanzlichen Öle zur Pflege von Gesicht, Körper und Haaren. Als echtes Multi Use Öl enthält es eine wertvolle Mischung aus ultra-nährstoffreichem Shea Absolute, reinem Traubenkernöl, biologischem  Sonnenblumenöl und Süßmandelöl mit feuchtigkeitsspendenden Eigenschaften. Die luxuriöse Textur zieht schnell in die Haut ein, ohne einen fettigen Film zu hinterlassen. Angereichert mit Vitamin E, spendet dieses Öl Feuchtigkeit und pflegt die Haut in einem Schritt. Auch für die Längen und Spitzen des Haares anwendbar um Glanz und Geschmeidigkeit zu verleihen. 99% der Inhaltsstoffe werden auf natürliche Weise gewonnen. Die restlichen 1% ermöglichen, die sensorischen Eigenschaften des Öls zu gewährleisten.  Mehr zu diesem Produkt nicht fettige Textur, die Haut und Haar tief nährt 99%  natürlich gewonnene Inhaltsstoffe Feinste pflanzliche Öle, die Feuchtigkeit spenden Noten von Blumen Die elegante Glasflasche  Made in France  Dermatologisch getestet, kann es täglich auf Gesicht, Körper und Haar angewendet werden.;BEAUTY ROUTINE  Verwenden Sie es auf Gesicht und Körper, um Ihre Haut zu pflegen und zu verfeinern. Verwenden Sie es auf den Längen und Enden Ihres Haares, um Glanz und Geschmeidigkeit zu verleihen. Genießen Sie den zarten Duft und die Weichheit Ihrer Haut. Nur zur äußerlichen Anwendung. Vermeiden Sie den Kontakt mit den Augen. Bei Berührung gründlich mit Wasser abspülen.;Helianthus Annuus (Sunflower) Seed Oil, Caprylic/Capric Triglyceride, Coco-Caprylate/Caprate, Butyrospermum Parkii (Shea) Oil, Parfum (Fragrance), Olea Europaea (Olive) Fruit Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Vitis Vinifera (Grape) Seed Oil, Tocopherol, Citric Acid.
PF0105ST005KA1;Lip Balm 4,7g KARITE | SHEA;3551780004964;Verwöhne deine Lippen mit dem Shea Lip Balm - 100% natürliche Pflege;PFLEGEN SIE IHRE LIPPEN MIT EINEM NATÜRLICHEN LIPPENBALSAM. Vervollständigen Sie Ihr Selfcare-Ritual, indem Sie Ihre Lippen mit Fair-Trade-Sheabutter pflegen und schützen. Dieser in Frankreich hergestellte Lippenbalsam ist mit den besten Inhaltsstoffen angereichert, um Ihre Lippen intensiv zu pflegen und zu schützen. Die angenehme Textur gleitet leicht auf den Lippen und hinterlässt einen schützenden, aber nicht fettigen Film. Die Lippen sind weich, genährt, hydratisiert und geschützt.  WIR LIEBEN: natürlicher Shea-Lippenbalsam 98%  natürlich gewonnene Inhaltsstoffe  süßer Vanilleduft  Made in France;Vervollständigen Sie Ihr Pflege-Ritual, indem Sie Ihre Lippen mit dem Lippenbalsam in Fair Trade Sheabutter pflegen und schützen.;Ricinus Communis (Castor) Seed Oil, Cocoglycerides, Helianthus Annuus (Sunflower) Seed Oil, Helianthus Annuus Seed Cera (Helianthus Annuus (Sunflower) Seed Wax), Butyrospermum Parkii (Shea Butter), Tribehenin, Hydrogenated Castor Oil, Cera Alba (Beeswax), Parfum (Fragrance), Copernicia Cerifera Cera (Copernicia Cerifera (Carnauba) Wax), Benzyl Alcohol, Tocopherol, Ascorbyl Palmitate, Citric Acid.
PF0101GD500AG;Shower Gel 500ml SPARKLING CITRUS;3551780006098;Duschgel 500ml SPARKLING CITRUS - Erfrischender Duft und sanfte Reinigung mit Olivenöl;Mit Olivenöl angereichertes Duschgel mit einem belebenden Duft. Es reinigt die Haut dank der zarten, natürlichen Inhaltsstoffen und verwandelt sich in einen reichhaltigen Schaum, der sich leicht abspülen lässt. Das Shower Gel reinigt, ohne die Haut auszutrocknen, und hinterlässt einen zarten Duft von prickelnden Zitrusnoten auf der Haut, der die Sinne weckt.;Gründlich mit Wasser abspülen. Geben Sie etwas des Shower Gels in die Handfläche, aufschäumen und massieren Sie den Körper sanft. Genießen Sie diesen köstlichen und belebenden Duft, der Ihre Sinne weckt.;Aqua (Water), Potassium Cocoate, Cocamidopropyl Betaine, Parfum (Fragrance), Glycerin, Benzyl Alcohol, Polyglyceryl-3 Caprylate, Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Potassium Hydroxide, Potassium Olivate, Limonene, Sodium Acetate, Isopropyl Alcohol, Sodium Benzoate, Linalool, Citral, Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil.
PF0101GD500CO;Shower Gel 500ml COTTON FLOWER;3551780006104;Erfrischendes Duschgel mit Baumwollduft - La Compagnie de Provence 500ml;Mit Olivenöl angereichertes Duschgel mit einem belebenden Duft. Es reinigt die Haut dank der zarten, natürlichen Inhaltsstoffen und verwandelt sich in einen reichhaltigen Schaum, der sich leicht abspülen lässt. Das Shower Gel reinigt, ohne die Haut auszutrocknen und hinterlässt einen zarten und pudrigen Duft, der an die Weichheit und den Komfort von Baumwolle erinnert und Ihre Sinne beruhigt. ;Gründlich mit Wasser abspülen. Geben Sie etwas des Shower Gels in die Handfläche, aufschäumen und massieren Sie den Körper sanft. Genießen Sie diesen köstlichen und belebenden Duft, der Ihre Sinne weckt.;Aqua (Water), Potassium Cocoate, Cocamidopropyl Betaine, Parfum (Fragrance), Glycerin, Benzyl Alcohol, Polyglyceryl-3 Caprylate, Hydroxyethylcellulose, Tetrasodium Glutamate Diacetate, Potassium Hydroxide, Potassium Olivate, Sodium Acetate, Isopropyl Alcohol, Sodium Benzoate, Cocos Nucifera (Coconut) Oil, Olea Europaea (Olive) Fruit Oil.
PF0101MC300AG;Hand and Body Lotion 300ML SPARKLING CITRUS;3551780006111;Verwöhne deine Haut: La Companie de Provence Hand- und Körperlotion - Sparkling Citrus; Feuchtigkeitsspendende Hand- und Bodylotion, die das Beste der pflanzlichen Öle aus der Provence vereint, um Hand und Körper zu pflegen. Mit AOP-Olivenöl angereichert, um die Haut mit Feuchtigkeit zu versorgen, mit süßem Mandelöl zur Beruhigung und Sheabutter zum Schutz der Haut. Die flüssige und leichte Textur zieht schnell ein und verleiht der Haut täglich Zartheit und Komfort. Die Lotion hinterlässt einen zarten Duft mit prickelnden Zitrusnoten auf der Haut, der in Grasse kreiert wurde.;Nach dem Duschen und/oder zu jeder Tageszeit anwendbar. Auf die Hände geben und sanft einmassieren für einen geschmeidige Haut!  ;Aqua (Water), Dicaprylyl Ether, Glycerin, Cetearyl Alcohol, Ethylhexyl Stearate, Butyrospermum Parkii (Shea Butter), Ceteareth-20, Olea Europaea (Olive) Fruit Oil, Polyglyceryl-3 Methylglucose Distearate, Sodium Polyacrylate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Parfum (Fragrance), Vitis Vinifera (Grape) Seed Oil, Chlorphenesin, Sodium Benzoate, Xanthan Gum, Citric Acid, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Disodium EDTA, Limonene, Sodium Hydroxide, Linalool, Citral.
PF0101MC300CO;Hand and Body Lotion 300ML COTTON FLOWER;3551780006128;Verwöhne deine Haut mit Cotton Flower Hand & Body Lotion - zart und feuchtigkeitsspendend!;Feuchtigkeitsspendende Hand- und Bodylotion, die das Beste der pflanzlichen Öle aus der Provence vereint, um Hand und Körper zu pflegen. Mit AOP-Olivenöl angereichert, um die Haut mit Feuchtigkeit zu versorgen, mit süßem Mandelöl zur Beruhigung und Sheabutter zum Schutz der Haut. Die flüssige und leichte Textur zieht schnell ein und verleiht der Haut täglich Zartheit und Komfort. Die Lotion hinterlässt einen blumigen, zarten und pudrigen Duft auf der Haut, der an die Weichheit und den Komfort von Baumwolle erinnert.;Nach dem Duschen und/oder zu jeder Tageszeit anwendbar. Auf die Hände geben und sanft einmassieren für einen geschmeidige Haut!  ;Aqua (Water), Dicaprylyl Ether, Glycerin, Cetearyl Alcohol, Ethylhexyl Stearate, Butyrospermum Parkii (Shea Butter), Ceteareth-20, Olea Europaea (Olive) Fruit Oil, Polyglyceryl-3 Methylglucose Distearate, Sodium Polyacrylate, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Parfum (Fragrance), Vitis Vinifera (Grape) Seed Oil, Chlorphenesin, Sodium Benzoate, Xanthan Gum, Citric Acid, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Disodium EDTA, Linalool, Sodium Hydroxide.Citral.
PF0115CC200AV;Ultra Hydrating Body Cream Seaweed;3551780007101;;Luxeriöse Bodycreme mit frischem Duft  Angereichert mit Algen aus dem Mittelmeerraum und botanischen Ölen, wirkt diese seidige Körpercreme glättend und belebend auf der Haut und spendet bis zu 48 Stunden lang Feuchtigkeit. Kostbares Duo aus botanischen Ölen der Provence: PDO-Olivenöl, um die Haut zu nähren und vor äußeren Einflüssen zu schützen, indem es wie ein Schutzschild wirkt. Süßes Mandelöl um die Haut zu beruhigen und weich zu machen. Sheabutter um die Haut zu nähren. Die Gel-Creme-Textur hat eine sofortige erfrischende und belebende Wirkung, wie ein belebendes Bad im Meer. Sie zieht schnell ein und hinterlässt ein angenehmes, samtig-weiches Hautgefühl, ohne zu fetten, und umhüllt von einem dezenten, frischen und zarten Duft.   Mehr zu diesem Produkt Ideal für jede Haut, die Feuchtigkeit und Komfort braucht Frischer und zarter Duft Hydratisiert, beruhigt und schützt  Dermatologisch getestet.;Für eine optimale Feuchtigkeitsversorgung täglich nach dem Duschen auftragen;Aqua (water), Butyrospermum Parkii (shea) Oil, Caprylic/Capric Triglyceride, Glycerin, Sodium Polyacrylate, Olea Europaea (Olive) Fruit Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Squalane, Codium Fragile Extract, Helianthus Annuus (Sunflower) Seed oil, Parfum (Fragrance), Chlorphenesin, 1,2-hexanediol, Caprylyl Glycol, O-cymen-5-ol, Sodium Benzoate, Potassium Sorbate, Tocopherol.
PF0115CM075AV;Ultra Hydrating Hand Cream Seaweed;3551780007132;;Luxeriöse Handcreme mit frischem Duft   Die Handcreme Algue Velours von Compagnie de Provence schenkt den Händen mit Algen aus dem Mittelmeer und botanischen Ölen eine reichhaltige Pflege und samtige Geschmeidigkeit. Die ultracremige Textur spendet der Haut nach der Reinigung intensiv Feuchtigkeit, beruhigt und schützt sie vor äußeren Einflüssen. Die geschmeidige, seidige Textur zieht schnell ein, hinterlässt ein samtiges Finish und umhüllt die Hände mit einem frischen, zarten Duft.  Mehr zu diesem Produkt  Dermatologisch getestet.  Pflegende Handcreme mit 95% natürlichen Inhaltsstoffen  Ultracremige Textur  Hydratisiert, beruhigt und schützt  Frischer und zarter Duft;Eine kleine Menge der Creme auf die gereinigte und trockene Haut auftragen und sanft einmassieren. Je nach Bedarf wiederholen oder für seidige Ergebnisse nach jedem Händewaschen.   Hinweis: Nur für die äußerliche Anwendung. Den Kontakt mit den Augen vermeiden. ;Aqua (Water), Glycerin, Olea Europaea (Olive) Fruit Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Glyceryl Stearate, PEG-100 Stearate, Codium Fragile Extract, Butyrospermum Parkii (Shea) Butter, Cetearyl Alcohol,  Vitis Vinifera (Grape) Seed Oil, Helianthus Annuus (Sunflower) Seed Oil, Coco-Caprylate/Caprate, Ethylhexyl Stearate, Parfum (Fragrance), Carbomer, Sodium Benzoate, Chlorphenesin, Tocopheryl Acetate, Sodium Hydroxide, Potassium Sorbate, Tocopherol.
